Product_ID,Brand,Species,Product_Name,breed_size,Type,AAFCO,life_stage,complete_and_balanced,Ingredients ( protein_source),mentioned_diet_category,not_recommended_for,good_for / recommended_for,Protein (Dry Matter%),Protein (g/1000 kcal),Fat (Dry Matter%),Fat (g/1000 kcal),Fiber (Crude) (Dry Matter%),Fiber (Crude) (g/1000 kcal),Total Dietary Fiber (TDF) (Dry Matter%),Total Dietary Fiber (TDF) (g/1000 kcal),Carbohydrate (NFE) (Dry Matter%),Carbohydrate (NFE) (g/1000 kcal),Calcium (Dry Matter%),Calcium (g/1000 kcal),Phosphorus (Dry Matter%),Phosphorus (g/1000 kcal),Potassium (Dry Matter%),Potassium (g/1000 kcal),Sodium (Dry Matter%),Sodium (g/1000 kcal),Magnesium (Dry Matter%),Magnesium (g/1000 kcal),Copper (Dry Matter (mg/kg)),Copper (mg/1000 kcal),Taurine (Dry Matter%),Taurine (g/1000 kcal),Total Omega-6Fatty Acids (g/1000 kcal),Total Omega-6Fatty Acids (Dry Matter%),Total Omega-3Fatty Acids (g/1000 kcal),Total Omega-3Fatty Acids (Dry Matter%),EPA & DHA (Dry Matter%),EPA & DHA (g/1000 kcal),Vitamin C (Dry Matter%),Vitamin C (g/1000 kcal),Vitamin E (Dry Matter (IU/kg)),Vitamin E (IU/1000 kcal),Other_Vitamins,Zinc (mg/1000 kcal),Zinc (Dry Matter (mg/kg)),Vitamin D3 (IU/1000 kcal),Vitamin D3 (Dry Matter (IU/kg)),Iodine (g/1000 kcal),Iodine (Dry Matter%),Ash (g/1000 kcal),Ash (Dry Matter%),Chloride (g/1000 kcal),Chloride (Dry Matter%),Vitamin A (Dry Matter (IU/kg)),Vitamin A (IU/1000 kcal),Biotin (Dry Matter mg/kg)),Glucosamine (Dry Matter%),Glucosamine (g/1000 kcal)
R_D_P08,Rayne,Dog,LOW FAT KANGAROO-MAINT,"small,medium,large",Chunky Stew,M,Adult,,"kangaroo,sweet potato,red pepper,pumpkin","High Protein,Low Fat,Moderate Carb,non-allergenic",,"Skin Health,Gastroenteritis,pancreatitis,Hyperlipidemia,Heart Health,Gall Bladder Diseases,lymphangiectasia,Gastrointestinal Health",46.5,131.6,8,22.5,1.8,5.2,,,35.2,99.6,1.1,3,0.8,2.3,1.2,3.3,0.46,1.3,0.11,0.3,23.6,6.7,0.13,0.36,,,,,0.17,0.49,,,,," E,B1,B12,B3,B9,B5,A,B6,B7,B2,D3",,,,,,,,,,,,,,,
R_D_P09,Rayne,Dog,LOW FAT KANGAROO-MAINT,"small,medium,large",Pate,M,Adult,,"Kangaroo,sweet Potato,celery","High Protein,Low Fat,Moderate Carb,non-allergenic",,"Skin Health,Gastroenteritis,pancreatitis,Hyperlipidemia,Heart Health,Gall Bladder Diseases,lymphangiectasia,Gastrointestinal Health",48.6,134.4,9.4,26,1.9,5.4,,,31.6,87.4,1.8,4.8,1.3,3.5,1.7,4.6,0.43,1.2,0.1,0.28,16.3,4.5,0.11,0.31,,,,,0.04,0.12,,,,," E,B3,B1,B5,A,B2,b12,B6,B7,B9,D3",,,,,,,,,,,,,,,
R_D_P10,Rayne,Dog,PLANT-BASED,"small,medium,large",Dry,MG,all,Yes,"Fava beans,chickpea,potato,quinoa,Algae,millet,pumpkin","plant_based,Moderate Protein,Moderate Fat,Moderate Carb,non-allergenic",,"Heart Health,Skin Health,Gastroenteritis,pancreatitis,Liver Health,Gastrointestinal Health",24.8,68.3,10.7,29.3,3.1,8.5,,,53.1,146.2,1.4,4,1.2,3.3,0.96,2.7,0.35,1,0.22,0.62,23.6,6.5,0.17,463,,,,,0.15,0.41,,,,," E,B3,B12,A,B1,B6,B2,B5,D3,B7,B9",,,,,,,,,,,,,,,
R_D_P11,Rayne,Dog,PLANT-BASED,"small,medium,large",Chunky Stew,M,Adult,,"Fava beans,chickpea,potato,quinoa,algae,millet,pumpkin,bell pepper,broccoli,black beans","plant_based,Moderate Protein,Moderate Fat,Moderate Carb,non-allergenic",,"Skin Health,Gastrointestinal Health,pancreatitis",29.2,79.2,11.2,30.4,2.7,7.2,,,48.8,132.7,1.1,3,1.1,3,0.62,1.7,0.57,1.5,0.14,0.38,19.1,5.2,0.29,0.78,,,,,0.47,1.3,,,,," E,B1,B12,B3,B9,B5,A,B6,B7,B2,D3",,,,,,,,,,,,,,,
R_D_P12,Rayne,Dog,RABBIT-MAINT WITH CHICKPEA,"small,medium,large",Dry,MG,all,,"Rabbit,chickpea,Potato","non-allergenic,Moderate Protein,Moderate Fat,Moderate Carb,non-allergenic",,"Skin Health,Gastrointestinal Health",28.4,73.2,14.3,36.7,1.7,4.4,,,47.9,123.4,1.3,3.4,1,2.6,1.2,3.1,0.33,0.85,0.14,0.37,21.4,5.5,0.13,0.35,,,,,0.3,0.56,,,,," E,B12,B3,B5,A,B7,B2,B1,D3,B6,B9",,,,,,,,,,,,,,,
R_D_P13,Rayne,Dog,RABBIT-MAINT WITH QUINOA,"small,medium,large",Dry,MG,all,Yes,"Rabbit,quinoa,millet,potato,sweet Potato","non-allergenic,Moderate Protein,Moderate Fat,Moderate Carb,non-allergenic",,"Skin Health,Gastrointestinal Health",28.1,72.5,14.2,36.7,2.2,5.6,,,48.2,124.3,1.3,3.4,1,2.6,0.68,1.8,0.27,0.7,0.18,0.5,21.8,5.6,0.14,0.37,,,,,0.31,0.56,,,,," E,B12,B3,B5,A,B7,B2,B1,D3,B6,B9",,,,,,,,,,,,,,,
R_D_P14,Rayne,Dog,RABBIT-MAINT,"small,medium,large",Chunky Stew,M,Adult,,"Rabbit,sweet Potato,red pepper,algae","non-allergenic,Moderate Protein,High Fat,Moderate Carb,non-allergenic",,"Skin Health,Gastrointestinal Health",28.7,67.3,22.4,52.6,1.8,4.2,,,38.6,90.5,1.2,2.8,1.2,2.8,0.97,2.3,0.61,1.4,0.08,0.19,14.5,3.4,0.24,0.56,,,,,0.36,0.85,,,,," E,B1,B12,B3,B9,B5,A,B6,B7,B2,D3",,,,,,,,,,,,,,,
R_D_P15,Rayne,Dog,RABBIT-MAINT,"small,medium,large",Pate,M,Adult,,"Rabbit,potato,algae","non-allergenic,High Protein,Moderate Fat,Moderate Carb,non-allergenic",,"Skin Health,Gastrointestinal Health",38.7,91.2,19.7,46.3,0.04,0.1,,,34.8,82,1.2,2.9,1.2,2.9,1.2,2.9,0.37,0.86,0.09,0.2,12.8,3,0.35,0.82,,,,,0.88,2.1,,,,," E,B3,B1,B5,A,B2,B12,B6,B7,B9,D3",,,,,,,,,,,,,,,
R_D_P16,Rayne,Dog,SKIN RELIEF,"small,medium,large",Dry,M,Adult,,"fish,oat,millet,potato,quinoa,pumpkin,flaxseed","Low sodium,Weight Management,High Protein,Low Fat,Moderate Carb",,"Atopic dermatitis,Skin Health,Osteoarthritis,bone and joint health,pancreatitis,Heart Health",33.7,94.7,8.7,24.6,3.9,11.1,,,46.7,131.4,1.4,3.8,1.1,3,1.1,3,0.19,0.54,0.16,0.45,25.1,7.1,0.16,0.45,,,,,0.79,2.2,,,,," E,B3,B12,A,B1,B6,B2,B5,D3,B7,B9",,,,,,,,,,,,,,,
R_D_P17,Rayne,Dog,ADULT OPTIMAL CHOICE,"small,medium,large",Dry,MG,all,,"Chicken,quinoa,millet,barley,potato,flaxseed","Moderate Protein,Moderate Fat,Moderate Carb",,"Gastrointestinal Health,Healthy Immune System",28.1,74,12.9,33.8,2.6,6.9,,,49.3,129.6,1.4,3.7,1.2,3.2,0.76,2,0.37,1,0.16,0.42,25.5,6.7,0.19,493,,,,,0.16,0.42,,,,," E,B3,B1,B5,A,B6,B2,D3,B12,B9,B7",,,,,,,,,,,,,,,
R_D_P18,Rayne,Dog,KANGAROO-DIAG,"small,medium,large",Freeze-Dried,,Adult,No,"kangaroo,sweet potato","non-allergenic,diagnostic,",,"Skin Health,Gastrointestinal Health",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_D_P19,Rayne,Dog,KANGAROO-DIAG,"small,medium,large",Chunky Stew,,Adult,No,Kangaroo,"non-allergenic,diagnostic,",,"Skin Health,Gastrointestinal Health",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_D_P20,Rayne,Dog,RABBIT-DIAG,"small,medium,large",Freeze-Dried,,Adult,No,"Rabbit,sweet potato","non-allergenic,diagnostic,",,"Skin Health,Gastrointestinal Health",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_D_P21,Rayne,Dog,RABBIT-DIAG,"small,medium,large",Pate,,Adult,No,"Rabbit,potato","non-allergenic,diagnostic,",,"Skin Health,Gastrointestinal Health",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC_D_P01,Royal Canin,Dog,Urinary SO + Hydrolyzed Protein,"small,medium,large",Dry,M,Adult,,"Rice,Soy,pea","MULTIFUNCTION,Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Skin health,urinary health,kidney health,Gastrointestinal Health",21.9,53,16.4,39.8,2.2,5.3,7.5,18.3,50.3,122,0.6,1.3,0.6,1.3,0.9,2.1,1.4,3.5,0.05,0.1,16.4,4,0.2,0.5,10,4.1,2.2,0.9,0.4,1,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9,D3",57.5,237.2,212.2,874.3,,,,,,,,,,,
RC_D_P02,Royal Canin,Dog,Urinary SO + Satiety,"small,medium,large",Dry,M,Adult,,"chicken,pea,corn,wheat","MULTIFUNCTION,moderate sodium,low calorie,Weight Management,High Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation","bone and joint health,urinary health,kidney health,Maintain Muscle Mass,Satiation effect",32.8,110.9,10.4,35.1,16.1,54.3,30.3,102.4,32.5,109.8,1,3.3,0.8,2.6,0.9,3,1,3.5,0.1,0.3,16.4,5.5,0.2,0.6,7.4,2.2,2,0.6,0.3,1.1,,,,," B3,B7,B2,B5,B1,B6,A,B12,B9,D3,glucosamine hydrochloride",64.3,190.2,369.5,1093,,,,,,,,,,,
RC_D_P03,Royal Canin,Dog,Urinary SO Aging 7+,"small,medium,large",CANNED,M,Adult,,"chicken,chicken liver,Pork,chicken,pork liver,corn","low phosphorus,High Protein,High Fat,Moderate Fiber,Low Carb","pregnancy,lactation","aging care,Brain Health,Heart Health,Kidney Health,Maintain Muscle Mass,urinary health,kidney health",40,92.8,27.3,63.3,7.3,16.9,10,23.2,17.3,40.1,0.8,1.9,0.7,1.7,1.9,4.4,0.4,0.9,0.1,0.2,13.6,3.2,0.6,1.3,10.5,4.6,1.9,0.8,0.5,1.1,,,,," B1,B7,B3,B5,B2,B6,B12,B9,D3",31.6,136.3,211,909,,,,,,,,,,,
RC_D_P04,Royal Canin,Dog,Urinary SO Aging 7+,"small,medium,large",Dry,M,Adult,,"Rice,corn,chicken","Controlled mineral levels,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb","pregnancy,lactation","bone and joint health,Brain Health,Heart health,Kidney Health,Maintain Muscle Mass,urinary health,kidney health",21.9,50.9,18.6,43.3,1.9,4.3,6.2,14.5,49.7,115.8,0.7,1.7,0.6,1.4,1.9,4.5,0.4,1,0.1,0.2,16.4,3.8,0.2,0.5,9.8,4.2,2.1,0.9,0.4,1,,,,," D3,B7,B5,A,B3,B6,B1,B12,B2,B9,glucosamine hydrochloride",54.7,235,254.5,1093,,,,,,,,,,,
RC_D_P05,Royal Canin,Dog,Urinary SO Moderate Calorie,"small,medium,large",CANNED,M,Adult,,"chicken,Pork,pork liver,wheat,corn","moderate calorie,moderate sodium,Weight Management,High Protein,High Fat,Moderate Fiber,Low Carb","pregnancy,lactation","Skin health,urinary health,kidney health,Gastrointestinal Health",41,94.7,20.5,47.3,3.6,8.3,7.2,16.6,27.2,62.7,0.9,2,0.9,2,0.7,1.7,1.3,3,0.1,0.1,10.3,2.4,0.5,1.2,9.5,4.1,1.1,0.5,0.2,0.5,,,,," D3,B1,B7,B3,B5,B2,B6,B12,B9",20.7,89.7,201.2,871.8,,,,,,,,,,,
RC_D_P06,Royal Canin,Dog,Urinary SO Moderate Calorie,"small,medium,large",Dry,M,Adult,,"Rice,brown rice,chicken,corn","moderate calorie,moderate sodium,Weight Management,Moderate Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation","Skin health,urinary health,kidney health,Gastrointestinal Health",21.9,58.7,12,32.3,5.7,15.3,13.3,35.8,52.4,140.6,0.7,1.9,0.6,1.7,0.9,2.4,1.3,3.5,0.1,0.2,16.4,4.4,0.2,0.5,8.3,3.1,1.3,0.5,0.2,0.6,,,,," B7,B5,A,B3,B6,B1,B12,B2,D3,B9",62.2,231.7,294,1093,,,,,,,,,,,
RC_D_P07,Royal Canin,Dog,Urinary SO Small Dog,small,Dry,M,Adult,,"Rice,corn,chicken","moderate sodium,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb","pregnancy,lactation","Dental Health,Skin health,urinary health,kidney health,Gastrointestinal Health",21.9,51,18.6,43.3,1.7,4.1,6.1,14.3,49.4,115,0.8,1.8,0.8,1.8,0.9,2,1.3,3.1,0.07,0.2,16.4,3.8,0.2,0.5,10,4.3,1.4,0.6,0.2,0.6,,,,," D3,B7,B5,A,B3,B6,B1,B12,B2,B9",52,223,255,1093,,,,,,,,,,,
RC_D_P08,Royal Canin,Dog,Urinary SO,"small,medium,large",CANNED,M,Adult,,"chicken liver,chicken,Pork,corn","moderate sodium,Moderate Protein,High Fat,Low Fiber,Moderate Carb","pregnancy,lactation","Skin health,urinary health,kidney health,Gastrointestinal Health",24.9,54.1,26,56.4,2.1,4.6,6.3,13.7,41.7,90.7,0.9,2,0.8,1.8,0.8,1.8,1.3,2.7,0.1,0.2,14,3,0.6,1.2,11.4,5.3,1.1,0.5,0.3,0.5,,,,," B7,B5,A,B3,B6,B1,B12,B2,D3,B9",49.5,228.1,304.9,1403,,,,,,,,,,,
RC_D_P09,Royal Canin,Dog,Urinary SO,"small,medium,large",Dry,M,Adult,,"Rice,corn,chicken","moderate sodium,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb","pregnancy,lactation","Skin health,urinary health,kidney health,Gastrointestinal Health",19.7,45.9,18.6,43.3,1.9,4.3,6.2,14.5,52,121.2,0.7,1.5,0.6,1.3,0.9,2,1.3,3.1,0.1,0.2,17.5,4.1,0.2,0.5,10.2,4.3,1.3,0.6,0.2,0.5,,,,," B7,B5,A,B3,B6,B1,B12,B2,D3,B9",60.9,261.2,254.7,1093,,,,,,,,,,,
RC_D_P10,Royal Canin,Dog,Urinary UC,"small,medium,large",Dry,M,Adult,,"Rice,corn,wheat,Egg",",Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb","pregnancy,lactation","Skin health,urinary health,kidney health,Gastrointestinal Health,Maintain Muscle Mass",21.9,50.6,16.4,37.9,1.1,2.5,6.2,14.4,54.8,127.9,0.9,2,0.7,1.5,1,2.3,0.3,0.8,0.1,0.2,16.4,3.8,0.2,0.5,8.9,3.9,1.2,0.5,0.2,0.5,,,,," B3,B5,B7,B6,B2,B1,A,B9,B12,D3",58.1,251.4,202.2,874,,,,,,,,,,,
RC_D_P11,Royal Canin,Dog,Anallergenic,"small,medium,large",Dry,,Adult,,Corn,"non-allergenic,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb","pregnancy,lactation","Skin health,Gastrointestinal Health,Healthy Immune System",19.2,45.9,17.6,42,2.5,5.9,6.2,14.8,52.6,125.4,0.6,1.6,0.5,1.2,1.1,2.6,0.7,1.8,0.1,0.2,16,3.8,0.3,0.6,8.5,3.6,1.7,0.7,0.2,0.5,,,,," B3,B12,B5,B7,B6,B2,B1,A,B9,D3",56.1,235.3,204,856,,,,,,,,,,,
RC_D_P12,Royal Canin,Dog,HYPOALLERGENIC HYDROLYZED PROTEIN,"small,medium,large",CANNED,,Adult,,"Pea,Chicken liver,Soy","non-allergenic,Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Skin health,Gastrointestinal Health,Healthy Immune System",24.5,58.9,15.1,36.2,4.5,10.9,8.3,19.9,45.7,109.6,0.7,1.7,0.7,1.7,0.8,1.8,0.9,2.1,0.1,0.2,15.8,3.8,0.5,1.2,13.6,5.7,1.8,0.8,0.5,1.2,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9,D3",50.7,211.3,272,1818,,,,,,,,,,,
RC_D_P13,Royal Canin,Dog,HYPOALLERGENIC HYDROLYZED PROTEIN SMALL DOG,small,Dry,,Adult,,"Rice,Soy","non-allergenic,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb","pregnancy,lactation","Skin Health,Gastrointestinal Health,Healthy Immune System,Dental health,urinary health,kidney health",26.2,61.5,17.5,41,0.7,1.5,4.8,11.3,45.3,106.4,0.9,2.2,0.7,1.7,0.8,1.8,1.1,2.6,0.1,0.2,17.5,4.1,0.2,0.5,10.4,4.4,2.2,0.9,0.4,0.9,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9,B1",56.9,242.6,205,874,,,,,,,,,,,
RC_D_P14,Royal Canin,Dog,HYDROLYZED PROTEIN MODERATE CALORIE,"small,medium,large",Dry,,Adult,,"Rice,soy,chicken","MODERATE CALORIE,Weight Management,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb","pregnancy,lactation","Skin health,Gastrointestinal Health,Healthy Immune System,kidney health",25.1,61.8,13.1,32.2,1.3,3.2,5.8,14.2,51.9,127.6,0.9,2.2,0.7,1.6,0.9,2.2,0.4,1.1,0.1,0.2,17.5,4.3,0.2,0.5,8.7,3.6,2.2,0.9,0.4,1,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9,B1",59.6,242.6,215,874,,,,,,,,,,,
RC_D_P15,Royal Canin,Dog,HYDROLYZED PROTEIN HP,"small,medium,large",Dry,MG,all,Yes,"Rice,Soy,pork",",Moderate Protein,High Fat,Low Fiber,Moderate Carb","fat intolerant,pregnancy,lactation","Skin health,Gastrointestinal Health,Healthy Immune System,Liver Health",23.2,51.5,21,46.6,1.2,2.7,6.2,13.7,47.8,106.2,0.9,2,0.7,1.5,0.7,1.5,0.4,1,0.1,0.2,16.6,3.7,0.2,0.5,10.9,4.9,2.3,1,0.4,0.8,,,,," B3,B5,B7,B6,B2,B1,A,B9,B12,D3",41.7,187.8,196,874,,,,,,,,,,,
RC_D_P16,Royal Canin,Dog,SELECTED PROTEIN PD,"small,medium,large",CANNED,,Adult,,"duck,potato",",Moderate Protein,High Fat,Moderate Fiber,Moderate Carb","fat intolerant,pregnancy,lactation","Skin health,Gastrointestinal Health,Healthy Immune System",26.9,58,24.2,52.2,5,10.8,7.7,16.6,36.9,79.5,0.9,2,0.8,1.8,1,2.2,0.6,1.3,0.1,0.2,23.1,5,0.5,1.2,8.3,3.8,1.7,0.8,0.5,1.2,,,,," B3,B7,B5,B1,B2,B6,B12,B9,D3",49.7,230.8,199,923,,,,,,,,,,,
RC_D_P17,Royal Canin,Dog,SELECTED PROTEIN PD,"small,medium,large",Dry,,Adult,,"Potato,duck,soy",",Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Skin health,Gastrointestinal Health,Healthy Immune System",23,56.2,13.1,32.1,1.5,3.8,7.8,19,55,134.6,1,2.4,0.8,1.9,1.2,2.9,0.5,1.2,0.1,0.2,16.4,4,0.1,0.3,3.8,1.6,1.3,0.5,0.2,0.5,,,,," B7,B5,A,B6,B3,B9,B1,B12,B2,D3",54,220.8,268,1093,,,,,,,,,,,
RC_D_P18,Royal Canin,Dog,SELECTED PROTEIN RC,"small,medium,large",Dry,,Adult,,"Rice,fish","moderate calorie,Weight Management,Moderate Protein,Low Fat,Moderate Fiber,Moderate Carb",kidney disease,"Skin health,Gastrointestinal Health,Healthy Immune System",25.1,68.4,9.8,26.8,5.2,14.3,8.7,23.8,51.9,141.3,1.6,4.4,1,2.7,0.8,2.2,0.5,1.3,0.1,0.2,16.4,4.5,0.3,0.7,6.2,2.3,1.1,0.4,0,0,,,,," B3,B5,B7,B6,B2,B1,A,B9,B12,D3",72.6,266.7,238,874,,,,,,,,,,,
RC_D_P19,Royal Canin,Dog,VEGETARIAN,"small,medium,large",CANNED,,Adult,,"soy,Rice ","plant_based,High Protein,Moderate Fat,Low Fiber,Moderate Carb","pregnancy,lactation","Skin health,Gastrointestinal Health,Healthy Immune System,Liver Health",33.6,79.4,14.2,33.6,3.9,9.2,6.9,16.3,41.8,98.7,0.8,1.9,0.7,1.7,1.1,2.6,0.6,1.5,0.1,0.2,17.2,4.1,0.2,0.4,8.6,3.7,2.5,1.1,0,0,,,,," B7,B5,A,B3,B6,B1,B12,D3,B2,B9",63.1,267.2,610,2586,,,,,,,,,,,
RC_D_P20,Royal Canin,Dog,VEGETARIAN,"small,medium,large",Dry,,Adult,,"oat,Rice,potato","plant_based,Weight Management,Moderate Protein,Moderate Fat,High Fiber,High Carb","pregnancy,lactation","Skin health,Gastrointestinal Health,Liver Health",20.8,53.5,10.9,28.1,3.6,9.3,12.4,32.1,58.7,151.1,0.9,2.3,0.6,1.5,0.7,1.9,0.3,0.8,0.1,0.3,16.4,4.2,0.2,0.4,3.8,1.5,1.9,0.7,0,0,,,,," B7,B5,A,B3,B6,B1,B12,B2,D3,B9",70.3,273.2,281,1093,,,,,,,,,,,
RC_D_P21,Royal Canin,Dog,DIABETIC,"small,medium,large",Dry,,Adult,,"chicken,barley,Corn","Low Carb,Moderate calorie,High Protein,Weight Management,Moderate Fat,High Fiber","pregnancy,lactation,kidney disease,Liver failure,proteinuria,urinary problems,kidney disease","Skin health,Gastrointestinal Health,Healthy Immune System,Maintain Muscle Mass,diabetes",40.4,110.1,13.1,35.7,8.7,23.8,18.8,51.2,31.9,86.9,1,2.7,0.8,2.1,0.8,2.1,0.3,0.9,0.1,0.3,16.4,4.5,0.2,0.6,7.6,2.8,1.6,0.6,0.3,0.9,,,,," B7,B5,A,B3,B6,B1,B12,B2,D3,B9",55.7,204.4,298,1093,,,,,,,,,,,
RC_D_P22,Royal Canin,Dog,SATIETY SUPPORT WEIGHT MANAGEMENT,"small,medium,large",CANNED,,Adult,,"Pork,pork liver,chicken,corn","Weight Management,High Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation,kidney disease,Liver failure,proteinuria,urinary problems,kidney disease,active pets","bone and joint health,Gastrointestinal Health,Maintain Muscle Mass,urinary health,kidney health",39.4,106.3,12,32.4,7.4,20,20,53.9,34.9,94,0.8,2.2,0.7,2,0.9,2.5,0.4,1.1,0.1,0.2,18.3,4.9,0.4,1.1,6.2,2.3,1.5,0.6,0.4,1,,,,," B1,B7,B3,B5,B2,B6,B12,B9,D3,glucosamine hydrochloride",47.8,177.1,292.8,1085,,,,,,,,,,,
RC_D_P23,Royal Canin,Dog,SATIETY SUPPORT WEIGHT MANAGEMENT,"small,medium,large",Dry,,Adult,,"chicken,wheat,tapioca,corn","Weight Management,High Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation,kidney disease,Liver failure,proteinuria,urinary problems,kidney disease,active pets","bone and joint health,Gastrointestinal Health,Maintain Muscle Mass",33.1,117.4,10.5,37.2,18.8,66.5,31.3,110.8,31.3,110.8,1,3.5,0.8,2.7,1,3.5,0.3,1.2,0.2,0.5,16.6,5.9,0.2,0.8,7.9,2.2,3.1,0.9,0.4,1.6,,,,," A,D3,B3,B2,B5,B1,B6,B9,B7,B12",67.3,190.1,391,1093,,,,,,,,,,,
RC_D_P24,Royal Canin,Dog,SATIETY SUPPORT SMALL DOG,small,Dry,,Adult,,"chicken,pea,wheat,tapioca,corn","Weight Management,High Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation,kidney disease,Liver failure,proteinuria,urinary problems,kidney disease,active pets","bone and joint health,Dental health,Maintain Muscle Mass,urinary health,kidney health",32.8,109.6,10.4,34.7,15.8,53,30.4,101.6,33.3,111.4,1,3.3,0.8,2.6,0.9,2.9,0.8,2.6,0.1,0.5,16.4,5.5,0.2,0.7,6.8,2,2,0.6,0.3,1.1,,,,," B3,B7,B2,B5,B6,B1,A,B12,B9,D3",66.1,197.8,365,1093,,,,,,,,,,,
RC_D_P25,Royal Canin,Dog,SATIETY + HYDROLYZED PROTEIN,"small,medium,large",Dry,,Adult,,"Soy,Rice,pea","MULTIFUNCTION,Weight Management,High Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation,kidney disease,Liver failure,proteinuria,urinary problems,kidney disease,active pets","Skin health,Maintain Muscle Mass,Healthy Immune System",32.8,117.4,10.4,37.2,19,68.1,30.7,109.9,31,111.1,0.8,3,0.6,2.3,0.9,3.1,0.5,1.8,0.1,0.5,16.4,5.9,0.2,0.8,8.4,2.3,3,0.8,0.4,1.6,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9",85.7,239.3,313,874,,,,,,,,,,,
RC_D_P26,Royal Canin,Dog,GASTROINTESTINAL PUPPY,"small,medium,large",CANNED,G,Growth,,"Pork,chicken,chicken liver,Rice","High Protein,High Fat,Moderate Fiber,Low Carb","Pancreatitis,Hyperlipidemia,heart failure","Gastrointestinal Health,Healthy Immune System,Gastroenteritis",46.3,99.8,28.24,60.88,3.7,7.98,7.41,15.97,12.5,26.95,1.62,3.49,1.25,2.69,0.69,1.5,0.93,2,0.09,0.2,13.9,2.99,0.6,1.3,11.98,5.56,2,0.93,0.51,1.1,,,,," B1,B3,B7,B5,B2,B6,B12,B9,D3",38.92,180.56,159.68,-,,,,,,,,,,,
RC_D_P27,Royal Canin,Dog,GASTROINTESTINAL PUPPY,"small,medium,large",Dry,G,Growth,,"Rice,chicken,wheat","High Protein,High Fat,Low Fiber,Moderate Carb","Pancreatitis,Hyperlipidemia,heart failure","Gastrointestinal Health,Healthy Immune System,Gastroenteritis",31.52,69.91,23.91,53.04,1.96,4.34,6.63,14.71,32.83,72.81,1.58,3.5,1.2,2.65,0.85,1.88,0.44,0.96,0.09,0.19,16.3,3.62,0.54,1.21,11.19,5.04,2.05,0.92,0.47,1.04,,,,," B7,B5,A,B2,B3,B12,B6,B1,D3,B9",42.67,192.39,265.19,1195.65,,,,,,,,,,,
RC_D_P28,Royal Canin,Dog,GASTROINTESTINAL LOW FAT,"small,medium,large",LIQUID,,Adult,Yes,"milk,Soy","High Protein,Low Fat,High Fiber,Low Carb","pregnancy,lactation,kidney disease,Liver failure,proteinuria,urinary problems,kidney disease","Healthy Immune System,Gastrointestinal Health",37.7,101.2,8.2,22,0,0,48.6,131,0.9,2.3,0.7,2,0.4,1.1,0.1,0.2,0.9,2.4,0.6,1.7,13.6,3.7,1.8,4.9,1.2,0.4,1.1,0.4,0.1,0.3,,,,," B7,B5,A,B2,B3,B12,B6,B1,D3,B9",47.6,177.3,244,909,,,,,,,,,,,
RC_D_P29,Royal Canin,Dog,GASTROINTESTINAL LOW FAT,"small,medium,large",CANNED,,Adult,,"Pork,pork liver,Rice,corn","Moderate Protein,Low Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Skin health,Gastrointestinal Health,Healthy Immune System,urinary health,kidney health,Gastroenteritis",29.07,79.62,7.75,21.23,4.65,12.74,10.08,27.6,51.16,140.13,0.97,2.65,0.58,1.59,0.78,2.12,0.66,1.8,0.08,0.21,14.34,3.93,0.12,0.32,4.25,1.55,1.17,0.43,0.24,0.64,,,,," B1,B3,B7,B5,B2,B6,B12,B9,D3",31.85,116.28,265.39,968.99,,,,,,,,,,,
