Product_ID,Brand,Species,Product_Name,breed_size,Type,AAFCO,life_stage,complete_and_balanced,Ingredients ( protein_source),mentioned_diet_category,not_recommended_for,good_for / recommended_for,Protein (Dry Matter%),Protein (g/1000 kcal),Fat (Dry Matter%),Fat (g/1000 kcal),Fiber (Crude) (Dry Matter%),Fiber (Crude) (g/1000 kcal),Total Dietary Fiber (TDF) (Dry Matter%),Total Dietary Fiber (TDF) (g/1000 kcal),Carbohydrate (NFE) (Dry Matter%),Carbohydrate (NFE) (g/1000 kcal),Calcium (Dry Matter%),Calcium (g/1000 kcal),Phosphorus (Dry Matter%),Phosphorus (g/1000 kcal),Potassium (Dry Matter%),Potassium (g/1000 kcal),Sodium (Dry Matter%),Sodium (g/1000 kcal),Magnesium (Dry Matter%),Magnesium (g/1000 kcal),Copper (Dry Matter (mg/kg)),Copper (mg/1000 kcal),Taurine (Dry Matter%),Taurine (g/1000 kcal),Total Omega-6Fatty Acids (g/1000 kcal),Total Omega-6Fatty Acids (Dry Matter%),Total Omega-3Fatty Acids (g/1000 kcal),Total Omega-3Fatty Acids (Dry Matter%),EPA & DHA (Dry Matter%),EPA & DHA (g/1000 kcal),Vitamin C (Dry Matter%),Vitamin C (g/1000 kcal),Vitamin E (Dry Matter (IU/kg)),Vitamin E (IU/1000 kcal),Other_Vitamins,Zinc (mg/1000 kcal),Zinc (Dry Matter (mg/kg)),Vitamin D3 (IU/1000 kcal),Vitamin D3 (Dry Matter (IU/kg)),Iodine (g/1000 kcal),Iodine (Dry Matter%),Ash (g/1000 kcal),Ash (Dry Matter%),Chloride (g/1000 kcal),Chloride (Dry Matter%),Vitamin A (Dry Matter (IU/kg)),Vitamin A (IU/1000 kcal),Biotin (Dry Matter mg/kg)),Glucosamine (Dry Matter%),Glucosamine (g/1000 kcal)
RC_D_P69,Royal Canin,Dog,MATURE CONSULT LARGE DOG,large,Dry,,Adult,,"Rice,chicken,wheat,corn,pea",",Moderate Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation","Dental health,Heart health,Brain health,Maintain Muscle Mass,bone and joint health,Kidney health",27.3,70.4,16.4,42.2,7.2,18.6,16.6,42.8,42.8,110.4,0.8,2.1,0.6,1.5,0.9,2.3,0.3,0.8,0.1,0.3,16.4,4.2,0.2,0.5,9.8,3.8,2.3,0.9,0.5,1.3,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9,D3",50.7,196.7,225,874,,,,,,,,,,,
RC_D_P70,Royal Canin,Dog,URINARY TREATS,"small,medium,large",Dry,,Adult,,"Rice,corn,chicken","moderate sodium,Weight Management,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb",,"Skin health,urinary health,kidney health",21.9,51,18.6,43.3,1.6,3.8,6.1,14.3,49.3,115,0.8,1.8,0.8,1.8,0.9,2,1.3,3.1,0.1,0.2,16.4,3.8,0.2,0.5,10.1,4.3,1.4,0.6,0.2,0.6,,,,," B7,B5,A,B3,B6,B1,B12,B2,D3,B9",50.5,216.4,254.9,1093,,,,,,,,,,,
RC_D_P71,Royal Canin,Dog,HYDROLYZED PROTEIN TREATS,"small,medium,large",Dry,,Adult,,"Rice,Soy","Weight Management,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb",,"Skin health,urinary health,kidney health,Gastrointestinal Health,Dental health,Healthy Immune System",26.2,61.5,17.5,41,0.7,1.5,4.8,11.3,45.3,106.4,0.9,2.2,0.7,1.7,0.8,1.8,1.1,2.6,0.1,0.2,16.4,3.8,0.2,0.5,10.4,4.4,2.2,0.9,0.4,0.9,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9",56.9,242.6,205,874,,,,,,,,,,,
RC_D_P72,Royal Canin,Dog,SATIETY TREATS,"small,medium,large",Dry,,Adult,,"chicken,pea,wheat,corn","Weight Management,High Protein,Moderate Fat,High Fiber,Moderate Carb","kidney disease,proteinuria,urinary problems,kidney disease,Liver failure","Skin health,urinary health,kidney health,healthy Immune System,bone and joint health",32.8,109.6,10.4,34.7,15.8,53,30.4,101.6,33.3,111.4,1,3.3,0.8,2.6,0.9,2.9,0.8,2.6,0.1,0.5,16.4,5.5,0.2,0.7,6.8,2,2,0.6,0.3,1.1,,,,," B3,B7,B2,B5,B6,B1,A,B12,B9,D3",66.1,197.8,365,1093,,,,,,,,,,,
RC_D_P73,Royal Canin,Dog,GASTROINTESTINAL TREATS,"small,medium,large",Dry,,Adult,,"Rice,chicken,wheat,barley",",Moderate Protein,Low Fat,Moderate Fiber,High Carb",,"Skin health,Gastrointestinal Health,Healthy Immune System",24,63.7,7.1,18.8,2,5.2,9.5,25.2,59.5,157.4,1.2,3.1,0.9,1.8,0.7,1.8,0.5,1.2,0.1,0.3,16.4,4.3,0.2,0.5,4,1.5,0.8,0.3,0.2,0.4,,,,," B7,B5,A,B6,B3,B9,B1,B12,B2,D3",53,200,318.3,1202,,,,,,,,,,,
RC_D_P74,Royal Canin,Dog,HYDROLYZED PROTEIN PUPPY,"small,medium,large",Dry,G,Growth,,"Rice,Soy,beet",",Moderate Protein,High Fat,High Fiber,Moderate Carb","fat intolerant,Lage<6 months,adult<4kg","Skin health,Gastrointestinal Health,Healthy Immune System",25.1,56.8,20.8,46.9,1.1,2.5,12.4,37,43.8,99.1,1.4,3.2,1.1,2.5,0.7,1.5,0.4,1,0.1,0.2,16.4,3.7,0.5,1.2,11.1,4.9,2,0.9,0.4,0.8,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9,D3",55.6,245.9,197.7,874,,,,,,,,,,,
RC_D_P75,Royal Canin,Dog,SKIN SUPPORT,"small,medium,large",Dry,MG,all,,"Rice,fish,brown rice",",Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","kidney disease,pregnancy,lactation","Skin health,Gastrointestinal Health,Healthy Immune System",26.8,65,16.9,41.1,3.7,9,7.9,19.1,45.1,109.6,1.3,3.1,1.1,2.6,0.7,1.6,0.4,1.1,0.1,0.2,16.4,4,0.3,0.7,8.9,3.7,3.2,1.3,0.7,1.6,,,,," B3,B5,B7,B6,B2,B1,A,B9,B12,D3",63.4,261.2,292,874,1.2,5.1,,,,,,,,,
RC_D_P76,Royal Canin,Dog,RENAL SUPPORT,"small,medium,large",LIQUID,,Adult,Yes,milk,",Low Protein,High Fat,Moderate Carb","fat intolerant,Hyperlipidemia,heart failure,pancreatitis,lymphangiectasia,pregnancy,lactation","Healthy Immune System,urinary health,kidney health",17.7,36.7,28.8,59.8,0,0,,,50,103.7,0.7,1.4,0.4,0.9,0.8,1.6,0.5,1,0.1,0.2,13.5,2.8,0.6,1.3,16,7.7,4.4,2.1,0.5,1.1,,,,," B3,B5,B7,B6,B2,B1,A,B9,B12,D3",43.1,207.7,159,769,,,,,,,,,,,
RC_D_P77,Royal Canin,Dog,PUPPY PROTECH,"small,medium,large",COLOSTRUM,,Growth,,Milk,",High Protein,High Fat,Low Fiber,Low Carb",fat intolerant,"Brain health,Gastrointestinal Health",31.8,58.6,35.9,66.2,0,0,1.4,2.6,27.4,50.5,0.9,1.7,0.8,1.4,0.6,1.1,0.3,0.6,0.1,0.1,13.3,2.5,0.2,0.4,6.3,3.4,0.8,0.5,0.2,0.3,,,,,,36.1,195.9,227,1231,,,9.1,4.9,0.8,0.4,,,,,
RC_D_P78,Royal Canin,Dog,SKINTOPIC SMALL DOG,small,Dry,M,Adult,,"chicken,Rice,wheat,chicken,Rice,corn","Moderate Protein,Moderate Fat,non-allergenic","Reproduction,Cardiac issues,hypertension,adrenal disorders","Atopic dermatitis,Small Breed,Skin health",23,,12,,3.2,,,,,,,,,,,,,,,,,,,,,2.4,,0.7,,,,,,," B3,B5,B7,B6,B2,B1,A,B9,B12,D3",102,,,,,,,,,,,,,,
RC_D_P79,Royal Canin,Dog,SKINTOPIC Medium & Large DOG,"medium,large",Dry,M,Adult,,"chicken,corn,Rice,wheat","Moderate Protein,Moderate Fat,non-allergenic","Reproduction,Cardiac issues,hypertension,adrenal disorders,weight < 1o kg","Atopic dermatitis,Skin health",21,,14,,4.1,,,,,,,,,,,,,,,,9,,,,,2.6,,0.7,,,,,641,," B3,B5,B7,B6,B2,B1,A,B9,B12,D3",104,,,,,,,,,18900,,1.5,,,
RC_D_P80,Royal Canin,Dog,SKINTOPIC,"small,medium,large",CANNED,M,Adult,,"chicken,chicken liver,Pork,pork liver,wheat ","Low Protein,Low Fat,non-allergenic","Reproduction,Cardiac issues,hypertension,adrenal disorders","Atopic dermatitis,Skin health",7.7,,5,,1.7,,,,,,,,,,,,,,,,2.3,,,,,0.8,,0.2,,,,,126,," B3,B5,B7,B6,B2,B1,A,B9,B12,D3",26.4,,,,,,,,,14420,,0.1,,,
P_D_P01,Purina,Dog,DH DENTAL HEALTH,"small,medium,large",Dry,M,Adult,,"Chicken,Egg,Corn,Beet",",Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb",,"Dental Health,General Health,Healthy Immune System",28.69,71.2,18,44.7,3.23,8,9.49,23.6,42.76,106.1,1.4,3.5,1.13,2.8,0.71,1.8,0.6,1.5,0.11,0.3,10.88,2.7,,,5.2,2.1,0.2,0.09,0,0,,,814,202," C,B1,B2,B6,K,B5,E,B9,b12,A,B3,D3,B7",52.9,213,,,,,,,2.4,0.97,16747,4160,,,
P_D_P02,Purina,Dog,DH DENTAL HEALTH SMALL BITES,small,Dry,M,Adult,,"Chicken,Corn,Egg,Beet",",Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb",,"Dental Health,General Health,Healthy Immune System",28.42,69.7,18.85,46.2,3.53,8.7,11.55,28.3,42.3,103.8,1.37,3.4,1.09,2.7,0.66,1.6,0.55,1.3,0.1,0.2,11.36,2.8,,,5.1,2.09,0.2,0.09,0,0,,,847,207.9," C,B1,B2,B6,K,B5,E,B9,b12,A,B3,D3,B7",55.5,226,,,,,,,2.2,0.9,16714,4100,,,
P_D_P03,Purina,Dog,DRM Skin Health MANAGEMENT NATURALS,"small,medium,large",Dry,MG,all,Yes,"Rice,Trout,Oat,Pea,Potato","Natural Nutrition,Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb",,"Skin health,General Health,Healthy Immune System",27.28,68.2,18.38,46,2.85,7.1,9.93,24.8,40.19,100.5,1.39,3.5,1.06,2.6,0.82,2,0.43,1.1,0.11,0.3,14.44,3.6,0.2,0.5,4.3,1.73,3,1.21,1.03,2.6,,,761.3,190.3," C,B1,B2,B6,K,B5,A,E,B9,b12,B3,D3,B7",76.4,306,,,,,,,3.6,1.43,11910,2980,,,
P_D_P04,Purina,Dog,EN GASTROENTERIC,"small,medium,large",Dry,MG,all,Yes,"Rice,Corn,Chicken,Colostrum",",Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb",,"Gastrointestinal Health,General Health,Healthy Immune System,Pancreatitis",27.7,66.7,12.86,30.9,1.09,2.6,8.04,19.3,50.22,120.9,1.32,3.2,1.09,2.6,0.71,1.7,0.48,1.2,0.1,0.3,16.42,4,,,4.5,1.87,0.4,0.15,0.07,0.2,,,624,150.3," C,B1,B2,B6,K,B5,A,E,B9,b12,B3,D3,B7",68,282,,,,,,,2,0.83,38986,9380,,,
P_D_P05,Purina,Dog,EN GASTROENTERIC NATURALS,"small,medium,large",Dry,MG,all,Yes,"Rice,Chicken,Potato,Pea,Colostrum","Natural Nutrition,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb",,"Gastrointestinal Health,General Health,Healthy Immune System,Pancreatitis",28.41,68.4,12.86,31,0.85,2.1,6.04,14.5,49.81,120,1.51,3.6,1.21,2.9,0.79,1.9,0.45,1.1,0.1,0.2,17.03,4.1,0.16,0.4,3.6,1.48,0.5,0.19,0.08,0.2,,,641,154.4," C,B1,B2,B6,K,B5,A,E,B9,b12,B3,D3,B7",70.9,294,,,,,,,2.8,1.18,36002,8670,,,
P_D_P06,Purina,Dog,EN GASTROENTERIC FIBER BALANCE,"small,medium,large",Dry,M,Adult,,"Corn,corn,Barley,Whey,Beet","Moderate calorie,Moderate Fat,Low Carb,High Protein,Moderate Protein,Moderate Fat,High Fiber,Moderate Carb",,"Gastrointestinal Health,General Health,diabetes",24.08,65,13.12,35.4,6.66,18,21.57,58.2,48.76,131.6,1.28,3.5,0.89,2.4,0.7,1.9,0.38,1,0.16,0.4,14.94,4,,,4.9,1.82,0.6,0.22,0.14,0.4,,,345,93.1," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3,B7",50.8,188,,,,,,,2.2,0.82,26705,7210,,,
P_D_P07,Purina,Dog,EN GASTROENTERIC LOW FAT,"small,medium,large",Dry,M,Adult,Yes,"Rice,Barley,Corn","Moderate Protein,Low Fat,Moderate Fiber,High Carb",,"Gastrointestinal Health,General Health,Healthy Immune System,Pancreatitis",28.46,73.2,6.77,17.4,1.32,3.4,7.79,20.1,55.44,142.6,1.28,3.3,0.9,2.3,0.8,2.1,0.53,1.4,0.1,0.3,16.03,4.1,,,4.2,1.61,0.2,0.07,0,0,,,716,184.2," C,B1,B2,B6,K,B5,A,E,B9,b12,B3,D3,B7",60.6,235,,,,,,,2.5,0.98,25368,6530,,,
P_D_P08,Purina,Dog,HA HYDROLYZED VEGETARIAN,"small,medium,large",Dry,M,Adult,,Soy,"Plant_based,non-allergenic,Moderate Protein,Moderate Fat,Low Fiber,High Carb",,"Gastrointestinal Health,General Health,Healthy Immune System,Pancreatitis",21.56,53.6,10.67,26.5,1.6,4,4.65,11.6,60.05,149.3,1.2,3,0.91,2.3,0.65,1.6,0.37,0.9,0.16,0.4,17.86,4.4,,,4.8,1.93,0.2,0.07,0,0,,,331,82.3," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3,B7,taurine",79.8,321,,,,,,,1.8,0.73,12691,3150,,,
P_D_P09,Purina,Dog,HA Chicken FLAVOR,"small,medium,large",Dry,M,Adult,,"Corn,Soy,Chicken Liver,Chicken","non-allergenic,Moderate Protein,Moderate Fat,Low Fiber,High Carb",,"Gastrointestinal Health,General Health,Healthy Immune System",21.77,52.9,13.24,32.2,1.53,3.7,4.35,10.6,57.53,139.9,1.15,2.8,0.89,2.2,0.64,1.5,0.37,0.9,0.16,0.4,17.29,4.2,,,6.4,2.64,0.2,0.07,0,0,,,316,76.9," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3,B7,taurine",75.1,309,,,,,,,1.7,0.71,14566,3540,,,
P_D_P10,Purina,Dog,HA HYDROLYZED SALMON FLAVOR,"small,medium,large",Dry,MG,all,,"Corn,Soy,Salmon","non-allergenic,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb",,"Gastrointestinal Health,General Health,Healthy Immune System,Pancreatitis",25.34,66.4,12.61,33,1.67,4.4,3.95,10.4,52.81,138.4,1.65,4.3,1.09,2.9,0.89,2.3,0.43,1.1,0.14,0.4,15.63,0.4,,,5.2,1.98,1.3,0.49,0.11,0.3,,,621,162.6," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3,B7,taurine",81.1,310,,,,,,,2.5,0.95,11800,3090,,,
P_D_P11,Purina,Dog,JM JOINT MOBILITY,"small,medium,large",Dry,MG,all,Yes,"Rice,Trout,Salmon,Corn,Egg,Chicken","moderate sodium,Weight Management,High Protein,Moderate Fat,Moderate Fiber,Moderate Carb",,"bone and joint health,General Health,Healthy Immune System,Maintain Muscle Mass,Heart Health",34.59,83.9,14.59,35.4,2.02,4.9,9.05,22,41.07,99.6,1.55,3.8,1.32,3.2,0.75,1.8,0.44,1.1,0.1,0.2,18.84,4.6,,,4.9,2.02,2.5,1.04,0.89,2.2,,,1177,285.6," C,B1,B2,B6,K,B5,A,E,B9,b12,B3,D3,B7,taurine",69.6,287,,,,,,,2,0.82,24585,5960,,1149,278.7
P_D_P12,Purina,Dog,NC NEUROCARE,"small,medium,large",Dry,MG,all,Yes,"Chicken,Corn,Rice,Corn,Barley,Egg,Fish","High Protein,Moderate Fat,Moderate Fiber,Moderate Carb",,"Brain Health,General Health,healthy immune system,Maintain Muscle Mass",32.78,80.8,17.6,43.4,1.79,4.4,10.5,25.9,40.41,99.6,1.51,3.7,1.2,3,0.66,1.6,0.36,0.9,0.12,0.3,12.63,3.1,,,5.1,2.09,1.6,0.63,0.5,1.2,,,1118,275.4," C,B1,B2,B6,K,B5,A,E,B9,b12,B3,D3,B7",64.4,261,,,,,,,2.4,0.97,38692,9540,,,
P_D_P13,Purina,Dog,NF KIDNEY FUNCTION,"small,medium,large",Dry,M,Adult,Yes,"Corn,Rice,Egg,Whey","Low Sodium,Low Protein,Moderate Fat,Low Fiber,High Carb",,"urinary health,kidney health,General Health,Healthy Immune System",15.4,34.4,16.04,35.9,1.03,2.3,4.92,11,62.9,140.7,0.68,1.5,0.34,0.8,0.76,1.7,0.28,0.6,0.08,0.2,11.44,2.6,,,5.6,2.51,0.7,0.3,0.14,0.3,,,484,108.3," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3",41.8,187,,,,,,,1.7,0.77,31499,7050,,,
P_D_P14,Purina,Dog,OM OVERWEIGHT MANAGEMENT,"small,medium,large",Dry,M,Adult,,"Corn,Soy,Wheat ","low fat,Low calorie,Weight Management,High Protein,Low Fat,High Fiber,Moderate Carb",catabolic states,"General Health,Healthy Immune System",30.03,92.7,7,21.6,11.22,34.6,24.37,75.3,45.51,140.5,1.25,3.9,0.92,2.8,0.81,2.5,0.19,0.6,0.15,0.5,15.49,4.8,,,5.6,1.81,0.4,0.13,0,0,,,65,20.1," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3,B7",84.4,273,,,,,,,0.9,0.29,11065,3420,,,
P_D_P15,Purina,Dog,OM SELECT BLEND OVERWEIGHT MANAGEMENT,"small,medium,large",Dry,M,Adult,,"Corn,Soy,Chicken","low fat,Low calorie,Weight Management,High Protein,Low Fat,High Fiber,Moderate Carb",catabolic states,"General Health,Healthy Immune System",32.3,100,7.04,21.8,10.74,33.3,28.51,88.3,42.52,131.7,0.99,3.1,0.88,2.7,1.36,4.2,0.29,0.9,0.22,0.7,20.75,6.4,,,4.7,1.51,0.5,0.15,0,0,,,547,169.4," B1,B6,B2,K,A,E,B9,b12,B3,D3,B7",85.7,277,,,,,,,1.5,0.48,11045,3420,,,
P_D_P16,Purina,Dog,OM METABOLIC RESPONSE + JOINT MOBILITY,"small,medium,large",Dry,M,Adult,Yes,"Wheat,Soy,Fish,Pea,Corn,Egg,Beet","Weight Management,High Protein,Moderate Fat,High Fiber,Low Carb",catabolic states,"bone and joint health,Metabolic Activity,Metabolic support",52.68,146.8,12.72,35.5,5.63,15.7,14.13,39.4,19.84,55.3,1.47,4.1,1.03,2.9,1.51,4.2,0.41,1.1,0.15,0.4,14.96,4.2,,,4.5,1.62,3.1,1.12,0.93,2.6,,,768,214.1," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3,B7,taurine",68.2,245,,,,,,,3.3,1.17,13041,3630,,1305,363.9
P_D_P17,Purina,Dog,UR URINARY Ox-St,"small,medium,large",Dry,M,Adult,Yes,"Corn,Rice,chicken,Corn,Egg",",Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","Hyperlipidemia,heart failure","urinary health,kidney health,General Health,Healthy Immune System,",24.12,62.1,11.84,30.5,5.4,13.9,10.9,28.1,49.77,128.2,1.33,3.4,1,2.6,0.73,1.9,1.23,3.2,0.11,0.3,18.87,4.9,,,4.7,1.84,0.2,0.07,0,0,,,599,154.2," B1,A,E,K,D3",73.7,286,,,,,,,5.5,2.15,28564,7360,,,
P_D_P18,Purina,Dog,essentialcare PUPPY FORMULA,"small,medium,large",Dry,MG,Growth,Yes,"Chicken,Rice,Corn,Oat,Beef,Fish,Egg,Colostrum",",High Protein,Moderate Fat,Low Fiber,Moderate Carb",,"Healthy Immune System,Brain Health,Vision Health,bone and joint health,Skin Health,Dental Health",31.7,76,19.9,47.6,1.4,3.2,4.35,9.9,39.1,93.8,1.42,3.4,1.12,2.6,0.78,1.8,0.6,1.4,0.1,0.2,16.1,3.8,,,5.7,2.52,1.2,0.55,0.42,1,,,403,96.7," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3,B7",59.5,248,,,,,,,2.3,0.98,28313,6790,,663,0.159
P_D_P19,Purina,Dog,essentialcare PUPPY FORMULA LARGE BREED,large,Dry,MG,Growth,Yes,"Turkey,Rice,Corn,Corn,Wheat,Beef,Pea,Oat,Fish,Egg,Colostrum","High Protein,Moderate Fat,Low Fiber,Moderate Carb",,"Healthy Immune System,Brain Health,Vision Health,bone and joint health,Skin Health,Dental Health",31.7,81.6,15.7,40.3,3.5,9.1,6.91,16.3,41.2,106.1,1.43,3.6,1.11,2.8,0.76,1.9,0.64,1.6,0.11,0.3,17.1,4.4,,,5.8,2.44,1.3,0.55,0.41,1,,,423,109," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3,B7",68.2,265,,,,,,,2.3,0.91,25126,6470,,647,0.1
P_D_P20,Purina,Dog,essentialcare ADULT FORMULA FOR DOGS,"small,medium,large",Dry,M,Adult,Yes,"Chicken,Rice,Corn,Wheat,Beef","Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb",,"Maintain Muscle Mass,Healthy Immune System,bone and joint health,Skin Health,Dental Health",29.6,64.7,18.9,41.3,1.3,2.9,6.32,13.8,42.2,92.2,1.57,3.4,1.01,2.2,0.78,1.7,0.44,1,0.11,0.2,16.7,3.7,,,4.9,2.25,1.2,0.55,0.43,0.9,,,431,94.3," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3,B7",57.8,264,,,,,,,2.2,1,26575,5800,,577,0.1
P_D_P21,Purina,Dog,essentialcare ADULT FORMULA FOR SMALL DOGS,small,Dry,M,Adult,Yes,"Chicken,Rice,Corn,Corn,Beef,Soy,Egg,Fish","High Protein,Moderate Fat,Moderate Fiber,Moderate Carb",,"Maintain Muscle Mass,Healthy Immune System,bone and joint health,Skin Health,Dental Health,Gastrointestinal Health",33.1,75,19.6,44.6,1.7,3.9,9.21,20.9,37.4,84.8,1.47,3.3,1.08,2.5,0.79,1.8,0.67,1.5,0.12,0.3,19.9,4.5,,,5.6,2.46,0.7,0.32,0.2,0.4,,,690,156," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3,B7,taurine",70.7,312,,,,,,,2.9,1.28,28504,6460,,714,0.16
P_D_P22,Purina,Dog,essentialcare SENIOR FORMULA FOR DOGS,"small,medium,large",Dry,M,Senior,Yes,"Turkey,Rice,Soy,Corn,Wheat,Egg,Oat,Pea,Fish",",High Protein,Moderate Fat,Moderate Fiber,Moderate Carb",,"Brain Health,Maintain Muscle Mass,Healthy Immune System,bone and joint health,Skin Health,Dental Health,Gastrointestinal Health",32.1,81.6,16,40.6,3.1,7.8,10.86,27.6,41.2,104.6,1.22,3.1,1,2.5,0.79,2,0.49,1.2,0.14,0.3,18.6,4.7,,,5.3,2.19,0.8,0.33,0.25,0.6,,,565,143," B1,B6,B2,K,C,B5,A,E,B9,b12,B3,D3,B7",90.5,356,,,,,,,2.5,1.01,34105,8660,,745,0.2
P_D_P23,Purina,Dog,EN GASTROENTERIC,"small,medium,large",Canned,MG,all,Yes,"beef,Barley,Chicken,Rice,Soy,Fish",",High Protein,Moderate Fat,Moderate Fiber,Moderate Carb",,"Gastrointestinal Health,General Health,Healthy Immune System,Pancreatitis",38.35,93.3,19.18,46.7,0.85,2.1,7.58,18.4,33.84,82.3,1.65,4,1.24,3,0.93,2.3,0.41,1,0.08,0.2,16.72,4.1,,,7.1,2.94,0.5,0.21,0.13,0.3,,,523,127.3," B6,B1,B2,B5,A,E,B9,b12,B3,D3,B7",59,243,,,,,,,1.9,0.77,88503,21530,,,
P_D_P24,Purina,Dog,EN GASTROENTERIC NATURALS,"small,medium,large",Canned,MG,all,Yes,"Chicken,Liver,Barley,Rice,Sweet Potato,Potato,Coconut,Oat,Fish","Natural Nutrition,High Protein,Moderate Fat,Moderate Fiber,Moderate Carb",,"Gastrointestinal Health,General Health,Healthy Immune System,Pancreatitis",36.93,79.6,18.66,40.2,0.98,2.1,8.44,18.2,36.92,79.6,1.37,2.9,1.04,2.2,0.96,2.1,0.37,0.8,0.07,0.2,19.37,4.2,0.06,0.1,7,3.25,0.4,0.19,0.06,0.1,,,547,117.9," B6,B1,B2,B5,A,E,B9,b12,B3,D3,B7",52.8,245,,,,,,,2.1,0.97,107108,23090,,,
P_D_P25,Purina,Dog,EN GASTROENTERIC LOW FAT,"small,medium,large",Canned,M,Adult,Yes,"beef,Rice,Barley,Soy,Potato,Salmon","Low fat,High Protein,Low Fat,Moderate Fiber,Moderate Carb",,"Gastrointestinal Health,General Health,Healthy Immune System,Pancreatitis",43.41,120.3,9.4,26.1,3.19,8.8,10.72,29.7,36.89,102.2,0.99,2.8,0.83,2.3,0.9,2.5,0.56,1.6,0.09,0.2,17.87,5,,,4.6,1.65,0.3,0.11,0.06,0.2,,,619,171.5," B6,B1,B2,B5,A,E,B9,b12,B3,D3,B7",40.8,147,,,,,,,2.4,0.86,95049,26350,,,
P_D_P26,Purina,Dog,HA Chicken FLAVOR,"small,medium,large",Canned,MG,all,,"pea,Chicken Liver,Soy,Coconut,Fish","non-allergenic,Moderate Protein,Moderate Fat,High Fiber,Moderate Carb",,"Gastrointestinal Health,General Health,Healthy Immune System",26.63,76.7,12.5,36,8.49,24.5,16.64,48,42.15,121.4,1.38,4,1.31,3.8,1.17,3.4,0.52,1.5,0.07,0.2,19.53,5.6,,,5.3,1.83,0.8,0.28,0.13,0.4,,,552,159.1," B1,B6,B2,K,B5,A,E,B9,b12,B3,D3,B7,taurine",97.7,339,,,,,,,3.5,1.21,49741,14330,,,
P_D_P27,Purina,Dog,NF KIDNEY FUNCTION,"small,medium,large",Canned,M,Adult,Yes,"beef,Rice,Corn,Beef,Liver,chicken,Fish","Low Sodium,Moderate Protein,High Fat,Moderate Fiber,Moderate Carb",,"urinary health,kidney health,General Health,Healthy Immune System",19.31,41.4,28.4,60.9,2.84,6.1,8.4,18,43.96,94.3,0.73,1.6,0.36,0.8,1.08,2.3,0.18,0.4,0.1,0.2,12.58,2.7,,,11.6,5.42,1.1,0.49,0.28,0.6,,,513,110," B6,B1,B2,B5,A,E,B9,b12,B3,D3,B7",39.9,186,,,,,,,1.1,0.53,51949,11150,,,
P_D_P28,Purina,Dog,OM OVERWEIGHT MANAGEMENT,"small,medium,large",Canned,M,Adult,,"Chicken,Liver,Rice,Soy,beef","Low calorie,Weight Management,High Protein,Moderate Fat,High Fiber,Low Carb",catabolic states,"General Health,Healthy Immune System",41.03,130,11.14,35.3,18.51,58.6,29.76,94.3,20.69,65.5,1.3,4.1,1.08,3.4,0.91,2.9,0.67,2.1,0.11,0.3,20.42,6.5,,,6.9,2.19,0.3,0.08,0,0,,,566,179.3," B6,B1,B2,B5,A,E,B9,b12,B3,D3,B7",84.1,265,,,,,,,2.4,0.77,105413,33390,,,
P_D_P29,Purina,Dog,UR URINARY Ox-St,"small,medium,large",Canned,M,Adult,Yes,"Chicken,Rice,beef,Liver",",High Protein,High Fat,High Fiber,Low Carb","Hyperlipidemia,heart failure","urinary health,kidney health,General Health,Healthy Immune System",35.57,84.1,24.39,57.6,10.36,24.5,15.89,37.6,24.02,56.8,1.02,2.4,0.89,2.1,0.87,2,0.23,0.6,0.08,0.2,10.85,2.6,,,10.9,4.62,0.4,0.16,0,0,,,492,116.2," D3,A,B1,E",38.5,163,,,,,,,0.9,0.36,100337,23710,,,
P_D_P30,Purina,Dog,essentialcare PUPPY FORMULA,"small,medium,large",Canned,G,Growth,Yes,"Chicken,Liver,beef,Salmon,Brown Rice",",High Protein,High Fat,Low Carb",,"Healthy Immune System,Brain Health,Vision Health,bone and joint health,Skin Health,Dental Health",43.14,82.5,41.18,78.8,,,,,6.27,12,1.57,3,1.29,2.5,1.22,2.3,0.82,1.6,0.08,0.2,19.61,3.75,,,11.9,6.2,0.8,0.43,0.2,0.4,,,173,33," B6,B1,B2,B5,A,E,B9,b12,B3,D3,B7",60.8,318,,,,,,,3,1.57,153843,29430,,,
P_D_P31,Purina,Dog,essentialcare ADULT FORMULA FOR DOGS,"small,medium,large",Canned,M,Adult,,"Chicken,Liver,Wheat,carrot,Turkey,beef,Soy,Barley","High Protein,Moderate Fat,Low Carb",,"Maintain Muscle Mass,Healthy Immune System,bone and joint health,Skin Health,Dental Health",51.91,127.7,17.87,44,,,,,20,49.2,1.19,2.9,0.94,2.3,1.49,3.7,0.47,1.2,0.13,0.3,22.13,5.45,,,9.3,3.79,0.4,0.17,0,0,,,166,40.8," B6,B1,B2,B5,A,E,B9,b12,B3,D3,B7",86.91,353,,,,,,,3.1,1.28,67357,16570,,,